,Hotel,Total Rooms,Date,Rooms Solds,Rooms Revenue,CompSet Total Rooms,CompSet Rooms Sold,CompSet Rooms Revenue
1211,Imaginary Hotel 2,335,2024-10-22,53,47673,533,506,19128
1212,Imaginary Hotel 2,335,2024-10-21,108,61705,533,493,130425
1213,Imaginary Hotel 2,335,2024-10-20,252,41064,533,20,102639
1214,Imaginary Hotel 2,335,2024-10-19,322,93657,533,353,118963
1215,Imaginary Hotel 2,335,2024-10-18,77,11870,533,216,161758
1216,Imaginary Hotel 2,335,2024-10-17,222,94117,533,522,215705
1217,Imaginary Hotel 2,335,2024-10-16,13,42246,533,418,94365
1218,Imaginary Hotel 2,335,2024-10-15,251,14880,533,228,217389
1219,Imaginary Hotel 2,335,2024-10-14,123,60862,533,478,244780
1220,Imaginary Hotel 2,335,2024-10-13,107,91772,533,217,30330
1221,Imaginary Hotel 2,335,2024-10-12,271,78482,533,107,23630
1222,Imaginary Hotel 2,335,2024-10-11,176,84193,533,486,119397
1223,Imaginary Hotel 2,335,2024-10-10,86,19843,533,361,49539
1224,Imaginary Hotel 2,335,2024-10-09,81,29926,533,466,105952
1225,Imaginary Hotel 2,335,2024-10-08,100,10014,533,51,94668
1226,Imaginary Hotel 2,335,2024-10-07,71,23654,533,265,246668
1227,Imaginary Hotel 2,335,2024-10-06,11,47665,533,245,180454
1228,Imaginary Hotel 2,335,2024-10-05,328,90591,533,420,31808
1229,Imaginary Hotel 2,335,2024-10-04,84,14876,533,371,47480
1230,Imaginary Hotel 2,335,2024-10-03,293,10708,533,500,181835
1231,Imaginary Hotel 2,335,2024-10-02,233,21259,533,35,73322
1232,Imaginary Hotel 2,335,2024-10-01,275,49380,533,221,197308
1233,Imaginary Hotel 2,335,2024-09-30,62,59699,533,70,139571
1234,Imaginary Hotel 2,335,2024-09-29,188,37157,533,203,145066
1235,Imaginary Hotel 2,335,2024-09-28,283,96501,533,203,233046
1236,Imaginary Hotel 2,335,2024-09-27,108,25356,533,225,145384
1237,Imaginary Hotel 2,335,2024-09-26,149,85216,533,400,72897
1238,Imaginary Hotel 2,335,2024-09-25,241,39010,533,18,132831
1239,Imaginary Hotel 2,335,2024-09-24,239,47348,533,385,189007
1240,Imaginary Hotel 2,335,2024-09-23,278,56688,533,203,64603
1241,Imaginary Hotel 2,335,2024-09-22,290,49494,533,178,194135
1242,Imaginary Hotel 2,335,2024-09-21,326,29706,533,422,228027
1243,Imaginary Hotel 2,335,2024-09-20,258,71251,533,465,206239
1244,Imaginary Hotel 2,335,2024-09-19,261,6665,533,155,67120
1245,Imaginary Hotel 2,335,2024-09-18,131,8790,533,282,214002
1246,Imaginary Hotel 2,335,2024-09-17,147,33380,533,389,174850
1247,Imaginary Hotel 2,335,2024-09-16,305,43625,533,476,115809
1248,Imaginary Hotel 2,335,2024-09-15,159,42059,533,403,42948
1249,Imaginary Hotel 2,335,2024-09-14,50,60711,533,519,203935
1250,Imaginary Hotel 2,335,2024-09-13,124,55661,533,434,209527
1251,Imaginary Hotel 2,335,2024-09-12,131,52890,533,200,236259
1252,Imaginary Hotel 2,335,2024-09-11,225,98387,533,444,59647
1253,Imaginary Hotel 2,335,2024-09-10,199,91843,533,229,126352
1254,Imaginary Hotel 2,335,2024-09-09,29,7006,533,124,19621
1255,Imaginary Hotel 2,335,2024-09-08,296,52884,533,6,196959
1256,Imaginary Hotel 2,335,2024-09-07,330,94605,533,461,110910
1257,Imaginary Hotel 2,335,2024-09-06,315,55381,533,288,237602
1258,Imaginary Hotel 2,335,2024-09-05,267,87019,533,123,34728
1259,Imaginary Hotel 2,335,2024-09-04,32,16816,533,34,212811
1260,Imaginary Hotel 2,335,2024-09-03,208,89624,533,180,142025
1261,Imaginary Hotel 2,335,2024-09-02,73,65099,533,382,209147
1262,Imaginary Hotel 2,335,2024-09-01,204,42350,533,160,38286
1263,Imaginary Hotel 2,335,2024-08-31,177,52410,533,93,87442
1264,Imaginary Hotel 2,335,2024-08-30,15,50076,533,403,191631
1265,Imaginary Hotel 2,335,2024-08-29,335,55827,533,483,115469
1266,Imaginary Hotel 2,335,2024-08-28,175,13290,533,320,221208
1267,Imaginary Hotel 2,335,2024-08-27,92,56724,533,132,103036
1268,Imaginary Hotel 2,335,2024-08-26,50,86552,533,147,46141
1269,Imaginary Hotel 2,335,2024-08-25,172,96757,533,193,87943
1270,Imaginary Hotel 2,335,2024-08-24,165,27301,533,282,18575
1271,Imaginary Hotel 2,335,2024-08-23,25,32722,533,19,20937
1272,Imaginary Hotel 2,335,2024-08-22,76,10523,533,300,208550
1273,Imaginary Hotel 2,335,2024-08-21,282,66572,533,47,170844
1274,Imaginary Hotel 2,335,2024-08-20,214,39817,533,90,146004
1275,Imaginary Hotel 2,335,2024-08-19,132,94855,533,514,44482
1276,Imaginary Hotel 2,335,2024-08-18,106,33418,533,394,18524
1277,Imaginary Hotel 2,335,2024-08-17,148,55963,533,80,118188
1278,Imaginary Hotel 2,335,2024-08-16,64,32923,533,338,247264
1279,Imaginary Hotel 2,335,2024-08-15,304,79768,533,521,20725
1280,Imaginary Hotel 2,335,2024-08-14,118,91969,533,394,75936
1281,Imaginary Hotel 2,335,2024-08-13,310,67548,533,242,43810
1282,Imaginary Hotel 2,335,2024-08-12,164,86469,533,373,117090
1283,Imaginary Hotel 2,335,2024-08-11,322,67926,533,442,77058
1284,Imaginary Hotel 2,335,2024-08-10,40,21343,533,3,160140
1285,Imaginary Hotel 2,335,2024-08-09,42,98557,533,30,13443
1286,Imaginary Hotel 2,335,2024-08-08,104,38755,533,237,73988
1287,Imaginary Hotel 2,335,2024-08-07,308,65643,533,144,27712
1288,Imaginary Hotel 2,335,2024-08-06,254,92599,533,385,200162
1289,Imaginary Hotel 2,335,2024-08-05,18,58723,533,199,152209
1290,Imaginary Hotel 2,335,2024-08-04,205,35872,533,284,233353
1291,Imaginary Hotel 2,335,2024-08-03,175,79878,533,179,57382
1292,Imaginary Hotel 2,335,2024-08-02,149,38539,533,196,162190
1293,Imaginary Hotel 2,335,2024-08-01,243,86717,533,332,51309
1294,Imaginary Hotel 2,335,2024-07-31,98,14304,533,487,77320
1295,Imaginary Hotel 2,335,2024-07-30,232,40272,533,336,170217
1296,Imaginary Hotel 2,335,2024-07-29,198,85638,533,48,87089
1297,Imaginary Hotel 2,335,2024-07-28,224,42915,533,480,228055
1298,Imaginary Hotel 2,335,2024-07-27,208,38721,533,184,189669
1299,Imaginary Hotel 2,335,2024-07-26,311,38785,533,394,135665
1300,Imaginary Hotel 2,335,2024-07-25,292,69409,533,100,100858
1301,Imaginary Hotel 2,335,2024-07-24,216,55354,533,199,247413
1302,Imaginary Hotel 2,335,2024-07-23,96,14837,533,147,15246
1303,Imaginary Hotel 2,335,2024-07-22,308,11090,533,135,159967
1304,Imaginary Hotel 2,335,2024-07-21,99,74737,533,433,207738
1305,Imaginary Hotel 2,335,2024-07-20,124,51343,533,343,142596
1306,Imaginary Hotel 2,335,2024-07-19,77,74562,533,323,118788
1307,Imaginary Hotel 2,335,2024-07-18,119,63143,533,296,207025
1308,Imaginary Hotel 2,335,2024-07-17,215,25491,533,24,16050
1309,Imaginary Hotel 2,335,2024-07-16,96,70928,533,478,7660
1310,Imaginary Hotel 2,335,2024-07-15,203,88097,533,491,187979
1311,Imaginary Hotel 2,335,2024-07-14,214,44035,533,49,233744
1312,Imaginary Hotel 2,335,2024-07-13,301,42517,533,527,73039
1313,Imaginary Hotel 2,335,2024-07-12,107,81801,533,379,137066
1314,Imaginary Hotel 2,335,2024-07-11,241,96127,533,87,86028
1315,Imaginary Hotel 2,335,2024-07-10,312,78801,533,108,212572
1316,Imaginary Hotel 2,335,2024-07-09,92,39535,533,24,229139
1317,Imaginary Hotel 2,335,2024-07-08,171,76145,533,41,76217
1318,Imaginary Hotel 2,335,2024-07-07,327,62558,533,285,38447
1319,Imaginary Hotel 2,335,2024-07-06,42,85567,533,427,74653
1320,Imaginary Hotel 2,335,2024-07-05,185,81875,533,528,24418
1321,Imaginary Hotel 2,335,2024-07-04,171,78410,533,192,215315
1322,Imaginary Hotel 2,335,2024-07-03,47,40603,533,458,141023
1323,Imaginary Hotel 2,335,2024-07-02,3,15670,533,2,177462
1324,Imaginary Hotel 2,335,2024-07-01,66,98616,533,308,89814
1325,Imaginary Hotel 2,335,2024-06-30,290,65606,533,307,119964
1326,Imaginary Hotel 2,335,2024-06-29,255,89967,533,338,72364
1327,Imaginary Hotel 2,335,2024-06-28,35,85155,533,25,87230
1328,Imaginary Hotel 2,335,2024-06-27,21,39893,533,139,196657
1329,Imaginary Hotel 2,335,2024-06-26,48,73618,533,424,174442
1330,Imaginary Hotel 2,335,2024-06-25,319,96274,533,184,86100
1331,Imaginary Hotel 2,335,2024-06-24,26,68618,533,498,219057
1332,Imaginary Hotel 2,335,2024-06-23,282,32283,533,6,176805
1333,Imaginary Hotel 2,335,2024-06-22,85,10479,533,315,16485
1334,Imaginary Hotel 2,335,2024-06-21,47,90637,533,149,44444
1335,Imaginary Hotel 2,335,2024-06-20,235,85732,533,357,67936
1336,Imaginary Hotel 2,335,2024-06-19,171,18885,533,163,230142
1337,Imaginary Hotel 2,335,2024-06-18,184,74454,533,111,65690
1338,Imaginary Hotel 2,335,2024-06-17,201,11593,533,293,17605
1339,Imaginary Hotel 2,335,2024-06-16,198,35594,533,52,239029
1340,Imaginary Hotel 2,335,2024-06-15,25,63615,533,160,244802
1341,Imaginary Hotel 2,335,2024-06-14,232,43919,533,271,213747
1342,Imaginary Hotel 2,335,2024-06-13,274,71010,533,177,8428
1343,Imaginary Hotel 2,335,2024-06-12,324,95282,533,528,234957
1344,Imaginary Hotel 2,335,2024-06-11,124,17898,533,265,25697
1345,Imaginary Hotel 2,335,2024-06-10,10,52395,533,184,94778
1346,Imaginary Hotel 2,335,2024-06-09,99,96427,533,74,249950
1347,Imaginary Hotel 2,335,2024-06-08,21,59660,533,393,25096
1348,Imaginary Hotel 2,335,2024-06-07,56,94864,533,3,70576
1349,Imaginary Hotel 2,335,2024-06-06,287,10276,533,257,142989
1350,Imaginary Hotel 2,335,2024-06-05,269,97088,533,22,189156
1351,Imaginary Hotel 2,335,2024-06-04,292,34237,533,279,93691
1352,Imaginary Hotel 2,335,2024-06-03,106,20882,533,525,163495
1353,Imaginary Hotel 2,335,2024-06-02,168,70728,533,287,147814
1354,Imaginary Hotel 2,335,2024-06-01,212,52277,533,459,133784
1355,Imaginary Hotel 2,335,2024-05-31,211,89980,533,522,153639
1356,Imaginary Hotel 2,335,2024-05-30,86,32518,533,13,85749
1357,Imaginary Hotel 2,335,2024-05-29,247,18056,533,260,135394
1358,Imaginary Hotel 2,335,2024-05-28,197,25091,533,360,83474
1359,Imaginary Hotel 2,335,2024-05-27,6,74612,533,65,150522
1360,Imaginary Hotel 2,335,2024-05-26,49,43019,533,284,95459
1361,Imaginary Hotel 2,335,2024-05-25,60,10835,533,528,115706
1362,Imaginary Hotel 2,335,2024-05-24,150,30747,533,139,115250
1363,Imaginary Hotel 2,335,2024-05-23,179,96615,533,186,104832
1364,Imaginary Hotel 2,335,2024-05-22,72,94594,533,464,201111
1365,Imaginary Hotel 2,335,2024-05-21,266,93111,533,293,201516
1366,Imaginary Hotel 2,335,2024-05-20,70,92753,533,310,222210
1367,Imaginary Hotel 2,335,2024-05-19,204,78345,533,497,96747
1368,Imaginary Hotel 2,335,2024-05-18,280,37463,533,179,228947
1369,Imaginary Hotel 2,335,2024-05-17,320,42989,533,81,136178
1370,Imaginary Hotel 2,335,2024-05-16,260,61315,533,126,74821
1371,Imaginary Hotel 2,335,2024-05-15,124,65172,533,254,40798
1372,Imaginary Hotel 2,335,2024-05-14,245,59316,533,421,47334
1373,Imaginary Hotel 2,335,2024-05-13,154,14962,533,373,220172
1374,Imaginary Hotel 2,335,2024-05-12,28,57489,533,185,117230
1375,Imaginary Hotel 2,335,2024-05-11,192,75291,533,167,69192
1376,Imaginary Hotel 2,335,2024-05-10,156,45365,533,489,14968
1377,Imaginary Hotel 2,335,2024-05-09,167,71161,533,370,57042
1378,Imaginary Hotel 2,335,2024-05-08,133,32198,533,304,61649
1379,Imaginary Hotel 2,335,2024-05-07,111,36432,533,5,100263
1380,Imaginary Hotel 2,335,2024-05-06,168,93876,533,204,94315
1381,Imaginary Hotel 2,335,2024-05-05,42,79232,533,338,217665
1382,Imaginary Hotel 2,335,2024-05-04,67,18492,533,90,7336
1383,Imaginary Hotel 2,335,2024-05-03,238,87363,533,265,240558
1384,Imaginary Hotel 2,335,2024-05-02,163,43801,533,37,59224
1385,Imaginary Hotel 2,335,2024-05-01,214,50925,533,374,78983
1386,Imaginary Hotel 2,335,2024-04-30,150,81775,533,516,36918
1387,Imaginary Hotel 2,335,2024-04-29,215,71465,533,225,114055
1388,Imaginary Hotel 2,335,2024-04-28,295,39854,533,505,239381
1389,Imaginary Hotel 2,335,2024-04-27,329,76467,533,468,123167
1390,Imaginary Hotel 2,335,2024-04-26,147,87270,533,353,67628
1391,Imaginary Hotel 2,335,2024-04-25,262,37262,533,116,25155
1392,Imaginary Hotel 2,335,2024-04-24,187,42775,533,230,51740
1393,Imaginary Hotel 2,335,2024-04-23,192,65567,533,127,19033
1394,Imaginary Hotel 2,335,2024-04-22,204,69924,533,425,83476
1395,Imaginary Hotel 2,335,2024-04-21,326,29988,533,327,233060
1396,Imaginary Hotel 2,335,2024-04-20,25,16785,533,59,249937
1397,Imaginary Hotel 2,335,2024-04-19,159,6281,533,206,87235
1398,Imaginary Hotel 2,335,2024-04-18,237,42567,533,346,12575
1399,Imaginary Hotel 2,335,2024-04-17,201,86774,533,78,235137
1400,Imaginary Hotel 2,335,2024-04-16,332,26390,533,107,172509
1401,Imaginary Hotel 2,335,2024-04-15,101,27905,533,250,205174
1402,Imaginary Hotel 2,335,2024-04-14,57,5142,533,64,137231
1403,Imaginary Hotel 2,335,2024-04-13,75,29575,533,340,103698
1404,Imaginary Hotel 2,335,2024-04-12,46,66508,533,4,75536
1405,Imaginary Hotel 2,335,2024-04-11,328,63320,533,386,5300
1406,Imaginary Hotel 2,335,2024-04-10,323,61898,533,369,45221
1407,Imaginary Hotel 2,335,2024-04-09,65,67753,533,150,7129
1408,Imaginary Hotel 2,335,2024-04-08,319,8505,533,410,15248
1409,Imaginary Hotel 2,335,2024-04-07,47,64008,533,38,52885
1410,Imaginary Hotel 2,335,2024-04-06,313,39062,533,529,168910
1411,Imaginary Hotel 2,335,2024-04-05,309,37676,533,115,117829
1412,Imaginary Hotel 2,335,2024-04-04,271,33673,533,517,39015
1413,Imaginary Hotel 2,335,2024-04-03,236,56443,533,306,45862
1414,Imaginary Hotel 2,335,2024-04-02,47,57098,533,78,73941
1415,Imaginary Hotel 2,335,2024-04-01,3,33594,533,432,139325
1416,Imaginary Hotel 2,335,2024-03-31,84,29290,533,317,75566
1417,Imaginary Hotel 2,335,2024-03-30,276,35455,533,447,225073
1418,Imaginary Hotel 2,335,2024-03-29,244,18111,533,326,241803
1419,Imaginary Hotel 2,335,2024-03-28,139,34688,533,349,125028
1420,Imaginary Hotel 2,335,2024-03-27,137,88137,533,34,74278
1421,Imaginary Hotel 2,335,2024-03-26,89,46926,533,115,88677
1422,Imaginary Hotel 2,335,2024-03-25,284,9328,533,156,50749
1423,Imaginary Hotel 2,335,2024-03-24,74,76963,533,4,41769
1424,Imaginary Hotel 2,335,2024-03-23,187,35687,533,509,175997
1425,Imaginary Hotel 2,335,2024-03-22,302,81699,533,38,115866
1426,Imaginary Hotel 2,335,2024-03-21,43,50616,533,357,163768
1427,Imaginary Hotel 2,335,2024-03-20,197,71247,533,277,152047
1428,Imaginary Hotel 2,335,2024-03-19,227,48983,533,276,231579
1429,Imaginary Hotel 2,335,2024-03-18,73,27799,533,231,89904
1430,Imaginary Hotel 2,335,2024-03-17,319,41271,533,304,154630
1431,Imaginary Hotel 2,335,2024-03-16,32,53707,533,125,19755
1432,Imaginary Hotel 2,335,2024-03-15,198,94586,533,310,42302
1433,Imaginary Hotel 2,335,2024-03-14,37,36696,533,165,78862
1434,Imaginary Hotel 2,335,2024-03-13,220,23930,533,81,112907
1435,Imaginary Hotel 2,335,2024-03-12,274,96901,533,436,180228
1436,Imaginary Hotel 2,335,2024-03-11,42,44560,533,402,207887
1437,Imaginary Hotel 2,335,2024-03-10,59,62862,533,168,184885
1438,Imaginary Hotel 2,335,2024-03-09,210,87359,533,134,136850
1439,Imaginary Hotel 2,335,2024-03-08,9,61814,533,166,129666
1440,Imaginary Hotel 2,335,2024-03-07,44,8075,533,161,158357
1441,Imaginary Hotel 2,335,2024-03-06,291,44440,533,271,208432
1442,Imaginary Hotel 2,335,2024-03-05,166,65830,533,223,99597
1443,Imaginary Hotel 2,335,2024-03-04,219,5879,533,66,238255
1444,Imaginary Hotel 2,335,2024-03-03,68,88355,533,298,28773
1445,Imaginary Hotel 2,335,2024-03-02,279,39869,533,504,123656
1446,Imaginary Hotel 2,335,2024-03-01,123,97801,533,48,25851
1447,Imaginary Hotel 2,335,2024-02-29,140,21396,533,485,103440
1448,Imaginary Hotel 2,335,2024-02-28,84,59354,533,527,138332
1449,Imaginary Hotel 2,335,2024-02-27,67,91348,533,287,153016
1450,Imaginary Hotel 2,335,2024-02-26,17,74897,533,27,54111
1451,Imaginary Hotel 2,335,2024-02-25,18,41314,533,37,77845
1452,Imaginary Hotel 2,335,2024-02-24,221,24362,533,473,137586
1453,Imaginary Hotel 2,335,2024-02-23,210,59445,533,448,142455
1454,Imaginary Hotel 2,335,2024-02-22,27,91596,533,466,30552
1455,Imaginary Hotel 2,335,2024-02-21,275,49216,533,261,180681
1456,Imaginary Hotel 2,335,2024-02-20,17,15399,533,411,209684
1457,Imaginary Hotel 2,335,2024-02-19,6,80021,533,92,121020
1458,Imaginary Hotel 2,335,2024-02-18,116,66096,533,365,106316
1459,Imaginary Hotel 2,335,2024-02-17,91,51039,533,152,75833
1460,Imaginary Hotel 2,335,2024-02-16,269,9686,533,346,31524
1461,Imaginary Hotel 2,335,2024-02-15,191,95173,533,31,159534
1462,Imaginary Hotel 2,335,2024-02-14,106,34488,533,332,233306
1463,Imaginary Hotel 2,335,2024-02-13,47,8335,533,33,96212
1464,Imaginary Hotel 2,335,2024-02-12,261,54282,533,366,160125
1465,Imaginary Hotel 2,335,2024-02-11,325,58536,533,486,232438
1466,Imaginary Hotel 2,335,2024-02-10,276,59867,533,164,38773
1467,Imaginary Hotel 2,335,2024-02-09,122,94574,533,163,125603
1468,Imaginary Hotel 2,335,2024-02-08,53,27337,533,394,123864
1469,Imaginary Hotel 2,335,2024-02-07,65,83903,533,242,83852
1470,Imaginary Hotel 2,335,2024-02-06,25,23452,533,356,171746
1471,Imaginary Hotel 2,335,2024-02-05,283,93335,533,105,236653
1472,Imaginary Hotel 2,335,2024-02-04,290,91013,533,447,70204
1473,Imaginary Hotel 2,335,2024-02-03,153,51155,533,308,148916
1474,Imaginary Hotel 2,335,2024-02-02,162,95487,533,254,37194
1475,Imaginary Hotel 2,335,2024-02-01,53,12637,533,231,237257
1476,Imaginary Hotel 2,335,2024-01-31,68,27777,533,222,95424
1477,Imaginary Hotel 2,335,2024-01-30,107,70585,533,51,158971
1478,Imaginary Hotel 2,335,2024-01-29,304,51353,533,142,24755
1479,Imaginary Hotel 2,335,2024-01-28,193,38305,533,454,121152
1480,Imaginary Hotel 2,335,2024-01-27,167,40787,533,80,112315
1481,Imaginary Hotel 2,335,2024-01-26,61,80626,533,173,39313
1482,Imaginary Hotel 2,335,2024-01-25,258,60569,533,416,211301
1483,Imaginary Hotel 2,335,2024-01-24,107,39238,533,102,150372
1484,Imaginary Hotel 2,335,2024-01-23,302,13131,533,442,19199
1485,Imaginary Hotel 2,335,2024-01-22,165,30347,533,177,18774
1486,Imaginary Hotel 2,335,2024-01-21,266,27933,533,123,83529
1487,Imaginary Hotel 2,335,2024-01-20,62,5125,533,452,115354
1488,Imaginary Hotel 2,335,2024-01-19,304,52125,533,60,194078
1489,Imaginary Hotel 2,335,2024-01-18,13,39632,533,519,156246
1490,Imaginary Hotel 2,335,2024-01-17,254,76067,533,332,31767
1491,Imaginary Hotel 2,335,2024-01-16,65,51929,533,246,140938
1492,Imaginary Hotel 2,335,2024-01-15,196,45012,533,423,64224
1493,Imaginary Hotel 2,335,2024-01-14,107,6420,533,57,194237
1494,Imaginary Hotel 2,335,2024-01-13,158,70035,533,140,38873
1495,Imaginary Hotel 2,335,2024-01-12,86,95755,533,278,58045
1496,Imaginary Hotel 2,335,2024-01-11,80,96210,533,442,149488
1497,Imaginary Hotel 2,335,2024-01-10,287,68448,533,49,145253
1498,Imaginary Hotel 2,335,2024-01-09,108,37720,533,439,201379
1499,Imaginary Hotel 2,335,2024-01-08,94,83314,533,215,20607
1500,Imaginary Hotel 2,335,2024-01-07,116,17362,533,267,146846
1501,Imaginary Hotel 2,335,2024-01-06,7,7975,533,514,205172
1502,Imaginary Hotel 2,335,2024-01-05,172,89419,533,133,131786
1503,Imaginary Hotel 2,335,2024-01-04,170,10313,533,113,87274
1504,Imaginary Hotel 2,335,2024-01-03,107,81586,533,397,231675
1505,Imaginary Hotel 2,335,2024-01-02,145,13222,533,315,223107
1506,Imaginary Hotel 2,335,2024-01-01,204,16193,533,428,21700
1507,Imaginary Hotel 2,335,2023-12-31,229,68755,533,247,144606
1508,Imaginary Hotel 2,335,2023-12-30,257,86995,533,137,59283
1509,Imaginary Hotel 2,335,2023-12-29,139,74287,533,313,59897
1510,Imaginary Hotel 2,335,2023-12-28,96,50501,533,263,219430
1511,Imaginary Hotel 2,335,2023-12-27,167,36170,533,299,115921
1512,Imaginary Hotel 2,335,2023-12-26,29,99702,533,353,125765
1513,Imaginary Hotel 2,335,2023-12-25,63,82819,533,156,193813
1514,Imaginary Hotel 2,335,2023-12-24,78,32789,533,122,17840
1515,Imaginary Hotel 2,335,2023-12-23,102,24219,533,21,187450
1516,Imaginary Hotel 2,335,2023-12-22,242,5997,533,235,126295
1517,Imaginary Hotel 2,335,2023-12-21,179,31332,533,389,48403
1518,Imaginary Hotel 2,335,2023-12-20,66,60780,533,460,246799
1519,Imaginary Hotel 2,335,2023-12-19,155,19811,533,276,233911
1520,Imaginary Hotel 2,335,2023-12-18,68,60385,533,352,54503
1521,Imaginary Hotel 2,335,2023-12-17,98,81566,533,248,25085
1522,Imaginary Hotel 2,335,2023-12-16,222,43193,533,175,246493
1523,Imaginary Hotel 2,335,2023-12-15,77,5619,533,155,47473
1524,Imaginary Hotel 2,335,2023-12-14,291,60601,533,357,231876
1525,Imaginary Hotel 2,335,2023-12-13,212,94067,533,126,170670
1526,Imaginary Hotel 2,335,2023-12-12,180,34391,533,32,14973
1527,Imaginary Hotel 2,335,2023-12-11,149,97794,533,265,217151
1528,Imaginary Hotel 2,335,2023-12-10,45,23245,533,373,64802
1529,Imaginary Hotel 2,335,2023-12-09,249,55990,533,313,220573
1530,Imaginary Hotel 2,335,2023-12-08,265,5350,533,426,142877
1531,Imaginary Hotel 2,335,2023-12-07,229,70185,533,200,231339
1532,Imaginary Hotel 2,335,2023-12-06,86,46113,533,249,246541
1533,Imaginary Hotel 2,335,2023-12-05,269,75820,533,328,92291
1534,Imaginary Hotel 2,335,2023-12-04,55,32875,533,121,173999
1535,Imaginary Hotel 2,335,2023-12-03,139,20432,533,280,241501
1536,Imaginary Hotel 2,335,2023-12-02,113,18358,533,362,239710
1537,Imaginary Hotel 2,335,2023-12-01,176,6544,533,94,106183
1538,Imaginary Hotel 2,335,2023-11-30,302,12637,533,360,216160
1539,Imaginary Hotel 2,335,2023-11-29,96,40704,533,63,130796
1540,Imaginary Hotel 2,335,2023-11-28,296,41093,533,449,37109
1541,Imaginary Hotel 2,335,2023-11-27,62,57822,533,93,53301
1542,Imaginary Hotel 2,335,2023-11-26,279,60311,533,185,5296
1543,Imaginary Hotel 2,335,2023-11-25,280,8020,533,381,116861
1544,Imaginary Hotel 2,335,2023-11-24,37,10099,533,19,15969
1545,Imaginary Hotel 2,335,2023-11-23,85,11002,533,522,109421
1546,Imaginary Hotel 2,335,2023-11-22,148,77188,533,357,47795
1547,Imaginary Hotel 2,335,2023-11-21,15,89387,533,316,174270
1548,Imaginary Hotel 2,335,2023-11-20,156,46039,533,522,20247
